,0,1,2,3,4,5
0,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,42848.0,CLEVELAND OH,10/26/2015,11/01/2015
1,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,48110.0,RICHARDSON TX,03/31/2015,04/01/2015
2,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,50835.0,TUMWATER WA,02/25/2015,03/02/2015
3,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/18/2015,03/25/2015
4,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/18/2015,03/25/2015
5,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/18/2015,03/25/2015
6,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
7,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
8,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
9,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
10,"

",,,,,
11,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
12,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
13,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
14,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
15,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
16,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
17,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
18,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
19,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
20,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/10/2015,03/16/2015
21,INFOBIZ SYSTEMS LLC,COMPUTER PROGRAMMERS,52083.0,TROY MI,03/11/2015,03/16/2015
