,0,1,2,3,4,5
0,ARICENT NA INC,ANALOG MIXED SIGNAL AMS ENGINEER II,108992.0,SAN JOSE CA,03/07/2016,09/01/2016
1,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER I,95000.0,HILLSBORO OR,12/20/2016,12/27/2016
2,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,88834.0,SAN JOSE CA,03/04/2016,08/01/2016
3,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,88834.0,SAN JOSE CA,03/07/2016,08/01/2016
4,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,88834.0,SAN JOSE CA,03/07/2016,08/01/2016
5,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,95000.0,SAN JOSE CA,03/10/2016,03/15/2016
6,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,95000.0,SAN JOSE CA,04/21/2016,04/21/2016
7,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,95000.0,SAN JOSE CA,04/21/2016,04/21/2016
8,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,100000.0,SAN JOSE CA,04/12/2016,04/15/2016
9,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,100000.0,FOLSOM CA,04/12/2016,04/15/2016
10,"

",,,,,
11,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,100000.0,SAN DIEGO CA,05/06/2016,05/06/2016
12,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,100000.0,SAN JOSE CA,05/06/2016,05/06/2016
13,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,105000.0,SAN JOSE CA,03/21/2016,03/25/2016
14,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,105000.0,SAN JOSE CA,03/21/2016,03/25/2016
15,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,105000.0,SAN JOSE CA,04/07/2016,04/13/2016
16,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,105000.0,SAN JOSE CA,04/07/2016,04/13/2016
17,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,105000.0,SAN JOSE CA,04/12/2016,04/18/2016
18,ARICENT NA INC,ASIC DESIGN VERIFICATION ENGINEER II,105000.0,SAN JOSE CA,04/12/2016,04/18/2016
