,0,1,2,3,4,5
0,UNIVERSITY OF CALIFORNIA IRVINE,ACTING PROFESSOR 50% TENURED PROFESSOR IN RESIDENCE 50%,112800.0,IRVINE CA,12/08/2014,01/01/2015
1,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,89100.0,IRVINE CA,10/24/2014,01/09/2015
2,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT SPECIALIST,42144.0,IRVINE CA,10/27/2014,02/01/2015
3,UNIVERSITY OF CALIFORNIA IRVINE,ASSOCIATE PROJECT SCIENTIST,72900.0,IRVINE CA,10/29/2014,11/18/2014
4,UNIVERSITY OF CALIFORNIA IRVINE,POSTDOCTORAL SCHOLAR - EMPLOYEE,54000.0,IRVINE CA,10/03/2014,01/15/2015
5,UNIVERSITY OF CALIFORNIA IRVINE,PROJECT DIRECTOR,70699.0,IRVINE CA,11/18/2014,11/24/2014
6,UNIVERSITY OF CALIFORNIA IRVINE,SPECIALIST,83184.0,IRVINE CA,10/23/2014,11/14/2014
7,UNIVERSITY OF CALIFORNIA IRVINE,STAFF RESEARCH ASSOCIATE II,50000.0,IRVINE CA,10/23/2014,01/03/2015
0,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,75000.0,IRVINE CA,03/31/2015,07/01/2015
1,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,75800.0,IRVINE CA,10/21/2015,02/01/2016
2,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,82000.0,IRVINE CA,06/01/2015,07/01/2015
3,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,87700.0,IRVINE CA,02/23/2015,07/01/2015
4,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,91000.0,IRVINE CA,05/21/2015,08/19/2015
5,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,92000.0,IRVINE CA,08/25/2015,11/15/2015
6,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,97000.0,IRVINE CA,08/20/2015,02/01/2016
7,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,110000.0,IRVINE CA,08/12/2015,10/01/2015
8,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,150000.0,IRVINE CA,09/18/2015,10/02/2015
9,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,156300.0,IRVINE CA,02/17/2015,07/01/2015
10,"

",,,,,
11,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROFESSOR,156300.0,IRVINE CA,02/18/2015,07/01/2015
12,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROJECT SCIENTIST,53840.0,IRVINE CA,03/12/2015,04/01/2015
13,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROJECT SCIENTIST,53100.0,IRVINE CA,06/18/2015,10/01/2015
14,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROJECT SCIENTIST,56200.0,IRVINE CA,04/21/2015,09/01/2015
15,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROJECT SCIENTIST,56200.0,IRVINE CA,03/12/2015,04/01/2015
16,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROJECT SCIENTIST,59000.0,IRVINE CA,05/08/2015,07/19/2015
17,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROJECT SCIENTIST,62400.0,IRVINE CA,06/18/2015,08/01/2015
18,UNIVERSITY OF CALIFORNIA IRVINE,ASSISTANT PROJECT SCIENTIST,62400.0,IRVINE CA,07/30/2015,10/01/2015
