,0,1,2,3,4,5
0,MANHATTAN ASSOCIATES INC,SENIOR CONSULTANT,68000.0,ATLANTA GA,07/09/2012,07/10/2012
0,MANHATTAN ASSOCIATES INC,DIRECTOR,127440.0,ATLANTA GA,11/26/2014,12/01/2014
1,MANHATTAN ASSOCIATES INC,MANAGER CONSULTANT,89813.0,ATLANTA GA,10/03/2014,10/03/2014
2,MANHATTAN ASSOCIATES INC,MANAGER INTEGRATION,80407.0,ATLANTA GA,10/01/2014,10/01/2014
3,MANHATTAN ASSOCIATES INC,MANAGER RESOURCE MANAGEMENT,97246.0,ATLANTA GA,10/03/2014,10/03/2014
4,MANHATTAN ASSOCIATES INC,PRINCIPAL ANALYST,89514.0,ATLANTA GA,10/27/2014,02/01/2015
5,MANHATTAN ASSOCIATES INC,PRINCIPAL ANALYST,89587.0,ATLANTA GA,11/13/2014,01/01/2015
6,MANHATTAN ASSOCIATES INC,PRINCIPAL CONSULTANT,89813.0,ATLANTA GA,10/03/2014,10/03/2014
7,MANHATTAN ASSOCIATES INC,SENIOR ANALYST,74000.0,ATLANTA GA,10/01/2014,10/01/2014
8,MANHATTAN ASSOCIATES INC,SENIOR CONSULTANT,72000.0,ATLANTA GA,10/01/2014,10/01/2014
9,MANHATTAN ASSOCIATES INC,SENIOR CONSULTANT,72000.0,ATLANTA GA,10/08/2014,10/08/2014
10,"

",,,,,
11,MANHATTAN ASSOCIATES INC,SENIOR DESIGN SPECIALIST FOR SUPPLY CHAIN APPLICATION,75000.0,ATLANTA GA,10/08/2014,10/08/2014
12,MANHATTAN ASSOCIATES INC,SENIOR MANAGER SOFTWARE ENGINEER,100489.0,ATLANTA GA,11/26/2014,04/01/2015
0,MANHATTAN ASSOCIATES INC,ANALYST,68600.0,ATLANTA GA,03/04/2015,08/22/2015
1,MANHATTAN ASSOCIATES INC,ARCHITECT DESIGN LEAD,113000.0,ATLANTA GA,03/30/2015,03/30/2015
2,MANHATTAN ASSOCIATES INC,CONSULTANT,65000.0,ATLANTA GA,10/21/2015,10/22/2015
3,MANHATTAN ASSOCIATES INC,CONSULTANT,65000.0,ATLANTA GA,04/08/2015,04/08/2015
4,MANHATTAN ASSOCIATES INC,CONSULTANT,67000.0,ATLANTA GA,02/03/2015,02/06/2015
5,MANHATTAN ASSOCIATES INC,DIRECTOR,132458.0,ATLANTA GA,01/20/2015,01/20/2015
6,MANHATTAN ASSOCIATES INC,DIRECTOR SUPPORT CONSULTING,125986.0,ATLANTA GA,05/22/2015,05/27/2015
7,MANHATTAN ASSOCIATES INC,ENGAGEMENT DIRECTOR,142864.0,ATLANTA GA,05/22/2015,05/27/2015
8,MANHATTAN ASSOCIATES INC,MANAGER CONSULTANT,113776.0,ATLANTA GA,02/03/2015,02/04/2015
9,MANHATTAN ASSOCIATES INC,MANAGER SUPPORT CONSULTING,100310.0,ATLANTA GA,03/04/2015,08/28/2015
10,"

",,,,,
11,MANHATTAN ASSOCIATES INC,MANAGER SUPPORT CONSULTING,100310.0,ATLANTA GA,03/05/2015,03/09/2015
12,MANHATTAN ASSOCIATES INC,MANAGER TECHNICAL SUPPORT,99516.0,ATLANTA GA,10/20/2015,10/23/2015
13,MANHATTAN ASSOCIATES INC,MANAGER TECHNICAL SUPPORT,100310.0,ATLANTA GA,03/04/2015,08/26/2015
14,MANHATTAN ASSOCIATES INC,PRINCIPAL CONSULTANT,91191.0,ATLANTA GA,02/03/2015,02/04/2015
15,MANHATTAN ASSOCIATES INC,PRINCIPAL CONSULTANT,91191.0,ATLANTA GA,01/28/2015,02/03/2015
16,MANHATTAN ASSOCIATES INC,PRINCIPAL CONSULTANT,91366.0,ATLANTA GA,10/20/2015,10/23/2015
17,MANHATTAN ASSOCIATES INC,PRINCIPAL CONSULTANT,91499.0,SAN ANTONIO TX,06/08/2015,10/01/2015
18,MANHATTAN ASSOCIATES INC,PRINCIPAL CONSULTANT,91838.0,ATLANTA GA,03/04/2015,08/22/2015
19,MANHATTAN ASSOCIATES INC,PRINCIPAL DATABASE ENGINEER,98147.0,ATLANTA GA,03/17/2015,09/12/2015
20,MANHATTAN ASSOCIATES INC,PRINCIPAL ENGINEER- SALESFORCE,111384.0,ATLANTA GA,12/23/2015,06/11/2016
21,MANHATTAN ASSOCIATES INC,PRINCIPAL SOFTWARE ENGINEER,95328.0,ATLANTA GA,03/06/2015,09/01/2015
22,MANHATTAN ASSOCIATES INC,PRINCIPAL SOFTWARE ENGINEER,95610.0,ATLANTA GA,09/11/2015,09/11/2015
23,MANHATTAN ASSOCIATES INC,PRINCIPAL SOFTWARE ENGINEER,96449.0,ATLANTA GA,10/20/2015,10/23/2015
24,MANHATTAN ASSOCIATES INC,PRINCIPAL SOLUTIONS ENGINEER,95328.0,ATLANTA GA,02/27/2015,03/03/2015
25,MANHATTAN ASSOCIATES INC,PRINCIPAL SUPPORT ANALYST,91366.0,ATLANTA GA,10/21/2015,10/22/2015
26,MANHATTAN ASSOCIATES INC,PRINCIPAL SUPPORT ANALYST,91649.0,ATLANTA GA,05/11/2015,05/18/2015
27,MANHATTAN ASSOCIATES INC,PRINCIPAL SUPPORT ANALYST,91838.0,ATLANTA GA,03/04/2015,08/25/2015
28,MANHATTAN ASSOCIATES INC,PRINCIPAL SUPPORT ANALYST,91838.0,ATLANTA GA,03/18/2015,09/15/2015
29,MANHATTAN ASSOCIATES INC,PRINCIPAL SUPPORT CONSULTANT,91366.0,ATLANTA GA,11/03/2015,11/03/2015
30,MANHATTAN ASSOCIATES INC,PRINCIPAL SUPPORT CONSULTANT,91649.0,ATLANTA GA,06/09/2015,06/15/2015
31,MANHATTAN ASSOCIATES INC,PRINCIPAL SUPPORT CONSULTANT,91838.0,ATLANTA GA,03/04/2015,08/25/2015
32,MANHATTAN ASSOCIATES INC,PRINCIPAL SUPPORT CONSULTANT,96616.0,ATLANTA GA,10/07/2015,10/07/2015
33,MANHATTAN ASSOCIATES INC,PRINCIPAL SUPPORT CONSULTANT,96616.0,ATLANTA GA,09/24/2015,09/29/2015
34,MANHATTAN ASSOCIATES INC,PRINCIPAL SYSTEMS ENGINEER,96216.0,ATLANTA GA,09/17/2015,09/23/2015
35,MANHATTAN ASSOCIATES INC,PRINCIPAL TECHNICAL SERVICES,91366.0,ATLANTA GA,11/03/2015,11/03/2015
36,MANHATTAN ASSOCIATES INC,PRINCIPAL TECHNICAL SERVICES,91601.0,ATLANTA GA,09/17/2015,09/24/2015
37,MANHATTAN ASSOCIATES INC,PRINCIPAL TECHNICAL SERVICES,91838.0,ATLANTA GA,02/17/2015,02/17/2015
38,MANHATTAN ASSOCIATES INC,PRINCIPAL TECHNICAL SERVICES,97576.0,ATLANTA GA,12/04/2015,12/10/2015
39,MANHATTAN ASSOCIATES INC,PRINCIPAL BUSINESS ANALYST,96193.0,ATLANTA GA,03/16/2015,09/02/2015
40,"




",,,,,
41,MANHATTAN ASSOCIATES INC,PRINCIPAL BUSINESS ANALYST,111637.0,ATLANTA GA,03/12/2015,09/02/2015
42,MANHATTAN ASSOCIATES INC,PRINCIPAL DATABASE ADMINISTRATOR,98147.0,ATLANTA GA,03/06/2015,09/02/2015
43,MANHATTAN ASSOCIATES INC,PRINCIPAL TECHNICAL SERVICES,91838.0,ATLANTA GA,03/04/2015,09/02/2015
44,MANHATTAN ASSOCIATES INC,PROGRAM MANAGER,111592.0,ATLANTA GA,11/30/2015,12/02/2015
45,MANHATTAN ASSOCIATES INC,SCIENTIST,75200.0,ATLANTA GA,03/12/2015,09/01/2015
46,MANHATTAN ASSOCIATES INC,SCIENTIST,90000.0,ATLANTA GA,03/06/2015,09/01/2015
47,MANHATTAN ASSOCIATES INC,SENIOR ANALYST,74000.0,ATLANTA GA,04/16/2015,04/20/2015
48,MANHATTAN ASSOCIATES INC,SENIOR ANALYST,74000.0,ATLANTA GA,03/04/2015,08/22/2015
49,MANHATTAN ASSOCIATES INC,SENIOR ANALYST,74000.0,ATLANTA GA,01/28/2015,02/03/2015
50,MANHATTAN ASSOCIATES INC,SENIOR ANALYST,78000.0,ATLANTA GA,09/17/2015,09/21/2015
51,MANHATTAN ASSOCIATES INC,SENIOR ANALYST,78000.0,ATLANTA GA,09/17/2015,09/23/2015
52,MANHATTAN ASSOCIATES INC,SENIOR ANALYST,78000.0,ATLANTA GA,09/23/2015,09/23/2015
53,MANHATTAN ASSOCIATES INC,SENIOR CONSULTANT,72000.0,ATLANTA GA,03/04/2015,08/28/2015
54,MANHATTAN ASSOCIATES INC,SENIOR CONSULTANT,72000.0,ATLANTA GA,03/05/2015,03/09/2015
55,MANHATTAN ASSOCIATES INC,SENIOR CONSULTANT,72000.0,ATLANTA GA,01/28/2015,02/03/2015
56,MANHATTAN ASSOCIATES INC,SENIOR CONSULTANT,75000.0,ATLANTA GA,10/20/2015,10/23/2015
57,MANHATTAN ASSOCIATES INC,SENIOR CONTRACTS SPECIALIST,72051.0,ATLANTA GA,02/24/2015,02/27/2015
58,MANHATTAN ASSOCIATES INC,SENIOR DESIGN LEAD,110100.0,ATLANTA GA,03/03/2015,03/06/2015
59,MANHATTAN ASSOCIATES INC,SENIOR MANAGER SOFTWARE ENGINEER,113986.0,ATLANTA GA,01/20/2015,01/22/2015
60,MANHATTAN ASSOCIATES INC,SENIOR MANAGER TECHNICAL SUPPORT,99516.0,ATLANTA GA,10/21/2015,10/22/2015
61,MANHATTAN ASSOCIATES INC,SENIOR MANAGER TECHNICAL SUPPORT,100310.0,ATLANTA GA,02/18/2015,02/24/2015
62,MANHATTAN ASSOCIATES INC,SENIOR MANAGER CONSULTANT,90607.0,ATLANTA GA,01/05/2015,01/05/2015
63,MANHATTAN ASSOCIATES INC,SENIOR MANAGER CONSULTANT,113776.0,ATLANTA GA,01/20/2015,01/22/2015
64,MANHATTAN ASSOCIATES INC,SENIOR MANAGER RESOURCE MANAGEMENT,113776.0,ATLANTA GA,02/03/2015,02/04/2015
65,MANHATTAN ASSOCIATES INC,SENIOR MANAGER SUPPORT CONSULTING,100310.0,ATLANTA GA,02/24/2015,02/27/2015
