,0,1,2,3,4,5
0,UNICORN TECHNOLOGIES LLC,COMPUTER PROGRAMMERS,53706.0,CHARLOTTE NC,11/05/2014,11/05/2014
1,UNICORN TECHNOLOGIES LLC,PROGRAM ANALYST DEVELOPER,80184.0,75235 TX,12/12/2014,12/12/2014
2,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,11/12/2014,11/12/2014
0,UNICORN TECHNOLOGIES LLC,APPLICATION DEVELOPER,75000.0,SANTA FE SPRINGS CA,03/06/2015,08/01/2015
1,UNICORN TECHNOLOGIES LLC,COMPUTER PROGRAMMER,60000.0,COLUMBUS OH,11/03/2015,11/04/2015
2,UNICORN TECHNOLOGIES LLC,COMPUTER PROGRAMMER ANALYST,80184.0,APPHARETTA GA,09/14/2015,09/15/2015
3,UNICORN TECHNOLOGIES LLC,COMPUTER PROGRAMMERS DEVELOPER,60000.0,MADISON WI,01/19/2015,01/19/2015
4,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEM ANALYSTS,65000.0,BETHESDA MD,11/22/2015,11/23/2015
5,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYST,60000.0,MENOMONEE FALLS WI,07/28/2015,07/28/2015
6,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,KANSAS CITY MO,05/11/2015,05/11/2015
7,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,02/27/2015,02/27/2015
8,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,02/27/2015,02/27/2015
9,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,02/27/2015,02/27/2015
10,"

",,,,,
11,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,02/27/2015,02/27/2015
12,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,02/27/2015,02/27/2015
13,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/06/2015,03/06/2015
14,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/06/2015,03/06/2015
15,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/06/2015,03/06/2015
16,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/06/2015,03/06/2015
17,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/06/2015,03/06/2015
18,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/09/2015,03/09/2015
19,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/09/2015,03/09/2015
20,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/09/2015,03/09/2015
21,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/09/2015,03/09/2015
22,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/09/2015,03/09/2015
23,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/09/2015,03/09/2015
24,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/10/2015,03/10/2015
25,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/10/2015,03/10/2015
26,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/10/2015,03/10/2015
27,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/10/2015,03/10/2015
28,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/10/2015,03/10/2015
29,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/10/2015,03/10/2015
30,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,DECATUR GA,03/10/2015,03/10/2015
31,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,ALPHARETTA GA,03/16/2015,03/16/2015
32,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,ALPHARETTA GA,03/16/2015,03/16/2015
33,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,ALPHARETTA GA,03/16/2015,03/16/2015
34,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,ALPHARETTA GA,03/16/2015,03/16/2015
35,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,ALPHARETTA GA,03/16/2015,03/16/2015
36,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,60000.0,MADISON WI,07/06/2015,07/06/2015
37,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,65000.0,RALEIGH NC,12/14/2015,12/16/2015
38,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,65750.0,ALPHARETTA GA,10/27/2015,10/28/2015
39,UNICORN TECHNOLOGIES LLC,COMPUTER SYSTEMS ANALYSTS,69000.0,ALPHARETTA GA,10/21/2015,10/21/2015
40,"




",,,,,
41,UNICORN TECHNOLOGIES LLC,DATASTAGE DEVELOPER,70000.0,ALPHARETTA GA,09/11/2015,09/30/2015
42,UNICORN TECHNOLOGIES LLC,PROGRAMMER SYSTEMS ANALYST,60000.0,DALLAS TX,01/06/2015,01/06/2015
43,UNICORN TECHNOLOGIES LLC,PROGRAMMER SYSTEMS ANALYST,75046.0,FOSTER CITY TX,01/28/2015,01/28/2015
44,UNICORN TECHNOLOGIES LLC,SENIOR PROGRAMMER ANALYST,75000.0,ALPHARETTA GA,09/08/2015,09/14/2015
45,UNICORN TECHNOLOGIES LLC,SENIOR PROGRAMMER ANALYST,75000.0,ALPHARETTA GA,09/16/2015,09/21/2015
46,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,ALPHARETTA GA,03/18/2015,04/01/2015
47,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,ALPHARETTA GA,03/18/2015,04/01/2015
48,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,ALPHARETTA GA,03/18/2015,04/01/2015
49,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,ALPHARETTA GA,03/18/2015,04/01/2015
50,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,CUMMING GA,03/26/2015,04/01/2015
51,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,OHIO OH,04/16/2015,04/16/2015
52,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,OAK BROOK OH,04/16/2015,04/16/2015
53,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,LORAIN OH,04/28/2015,04/28/2015
54,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,LORAIN OH,04/28/2015,04/28/2015
55,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,LORAIN OH,04/28/2015,04/28/2015
56,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,LORAIN OH,04/28/2015,04/28/2015
57,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,OHIO IL,04/30/2015,04/30/2015
58,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,OAK BROOK IL,05/11/2015,05/11/2015
59,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,OAK BROOK IL,05/11/2015,05/11/2015
60,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,02/18/2015,02/18/2015
61,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,02/25/2015,02/25/2015
62,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,02/25/2015,02/25/2015
63,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,02/25/2015,02/25/2015
64,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,02/25/2015,02/25/2015
65,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,02/25/2015,02/25/2015
66,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,02/25/2015,02/25/2015
67,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,02/25/2015,02/25/2015
68,UNICORN TECHNOLOGIES LLC,SOFTWARE DEVELOPER,60000.0,DECATUR GA,02/25/2015,02/25/2015
