,0,1,2,3,4,5
0,I3INFOTEK INC,BUSINESS ANALYST,49700.0,WILLIAMSVILLE NY,03/22/2016,09/18/2016
1,I3INFOTEK INC,BUSINESS ANALYST,56000.0,NEW YORK NY,03/21/2016,09/17/2016
2,I3INFOTEK INC,BUSINESS ANALYST,60000.0,CERRITOS CA,09/21/2016,10/01/2016
3,I3INFOTEK INC,COMPUTER SYSTEMS ANALYST,50000.0,WILLIAMSVILLE NY,03/11/2016,09/07/2016
4,I3INFOTEK INC,HYPERION CONSULTANT,91600.0,JERSEY CITY NJ,06/06/2016,06/14/2016
5,I3INFOTEK INC,IBM MAIN FRAME DEVELOPER,47800.0,BROOKLYN OH,03/28/2016,04/11/2016
6,I3INFOTEK INC,INFORMATICA DEVELOPER,60200.0,RICHMOND VA,03/26/2016,09/22/2016
7,I3INFOTEK INC,INFORMATICA DEVELOPER,60200.0,RICHMOND PA,03/18/2016,09/14/2016
8,I3INFOTEK INC,INFORMATICA DEVELOPER,71000.0,JERSEY CITY NJ,10/21/2016,10/24/2016
9,I3INFOTEK INC,INFORMATICA DEVELOPER,71000.0,JERSEY CITY NJ,10/21/2016,10/24/2016
10,"

",,,,,
11,I3INFOTEK INC,MANUFACTURING ENGINEER,61000.0,CALEDONIA MI,10/14/2016,10/16/2016
12,I3INFOTEK INC,MECHANICAL ENGINEER,60000.0,WARSAW IN,08/05/2016,08/08/2016
13,I3INFOTEK INC,MECHANICAL ENGINEER,60000.0,WARSAW IN,08/05/2016,08/08/2016
14,I3INFOTEK INC,PROGRAMMER ANALYST,40600.0,CHARLESTON WV,03/10/2016,09/06/2016
15,I3INFOTEK INC,PROGRAMMER ANALYST,51800.0,ISELIN NJ,03/10/2016,09/06/2016
16,I3INFOTEK INC,PROGRAMMER ANALYST,51800.0,ISELIN NJ,03/10/2016,09/06/2016
17,I3INFOTEK INC,PROGRAMMER ANALYST,56100.0,CHARLOTTE NC,03/10/2016,09/06/2016
18,I3INFOTEK INC,PROGRAMMER ANALYST,57200.0,OWINGS MILLS MD,03/10/2016,09/06/2016
19,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NEW YORK NY,03/10/2016,09/06/2016
20,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NEW YORK NY,03/10/2016,09/06/2016
21,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NEW YORK NY,03/10/2016,09/06/2016
22,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NEW YORK NY,03/10/2016,09/06/2016
23,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NEW YORK NY,03/11/2016,09/07/2016
24,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NEW YORK NY,03/11/2016,09/07/2016
25,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NEW YORK NY,03/11/2016,09/07/2016
26,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NEW YORK NY,03/11/2016,09/07/2016
27,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NY NY,03/21/2016,09/17/2016
28,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NY NY,03/21/2016,09/17/2016
29,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NY NY,03/21/2016,09/17/2016
30,I3INFOTEK INC,PROGRAMMER ANALYST,58100.0,NY NY,03/21/2016,09/17/2016
31,I3INFOTEK INC,PROGRAMMER ANALYST,67600.0,STAMFORD CT,03/24/2016,09/20/2016
32,I3INFOTEK INC,PROJECT MANAGER,63000.0,ISELIN NJ,12/22/2016,12/27/2016
33,I3INFOTEK INC,QUALITY ENGINEER II,73400.0,BROOKLYN PARK MN,08/01/2016,08/08/2016
34,I3INFOTEK INC,QUALITY ENGINEER II,73400.0,BROOKLYN PARK MN,08/01/2016,08/08/2016
35,I3INFOTEK INC,RISK MANAGEMENT CONSULTANT,74000.0,PLYMOUTH MN,11/02/2016,11/14/2016
36,I3INFOTEK INC,RISK MANAGEMENT CONSULTANT,74000.0,PLYMOUTH MN,11/02/2016,11/14/2016
37,I3INFOTEK INC,RISK MANAGEMENT CONSULTANT,74000.0,PLYMOUTH MN,11/02/2016,11/14/2016
38,I3INFOTEK INC,SAS ANALYST,50800.0,NEW YORK NY,03/22/2016,09/18/2016
39,I3INFOTEK INC,SAS ANALYST,50800.0,NEW YORK NY,03/22/2016,09/18/2016
40,"




",,,,,
41,I3INFOTEK INC,SENIOR DEVELOPER,71000.0,TARRYTOWN NY,11/14/2016,11/14/2016
42,I3INFOTEK INC,SYSTEM ANALYST,60000.0,CERRITOS CA,09/27/2016,10/01/2016
43,I3INFOTEK INC,SYSTEM ANALYST,77000.0,CERRITOS CA,09/27/2016,10/01/2016
44,I3INFOTEK INC,TABLEAU BI DEVELOPER,42500.0,RIVERDALE UT,03/22/2016,09/18/2016
45,I3INFOTEK INC,TRAINING & DEVELOPMENT SPECIALIST,60000.0,ISELIN NJ,12/16/2016,12/16/2016
46,I3INFOTEK INC,TRAINING & DEVELOPMENT SPECIALIST,60000.0,ISELIN NJ,12/16/2016,12/16/2016
47,I3INFOTEK INC,TRAINING SPECIALIST,60000.0,ISELIN NJ,12/12/2016,12/12/2016
48,I3INFOTEK INC,VALIDATION ANALYST,50000.0,CHARLESTON WV,03/10/2016,09/06/2016
49,I3INFOTEK INC,VALIDATION ANALYST,54300.0,COLLEGEVILLE PA,03/10/2016,09/06/2016
50,I3INFOTEK INC,VALIDATION ANALYST,54300.0,CHESTERBROOK PA,03/18/2016,09/14/2016
51,I3INFOTEK INC,VALIDATION ANALYST,60000.0,TARRYTOWN NY,11/14/2016,11/14/2016
52,I3INFOTEK INC,VALIDATION ANALYST,60000.0,ISELIN NJ,12/20/2016,12/20/2016
53,I3INFOTEK INC,VALIDATION ANALYST,62500.0,ALLENDALE NJ,03/10/2016,09/06/2016
54,I3INFOTEK INC,VALIDATION ANALYST,62500.0,ALLENDALE NJ,03/10/2016,09/06/2016
55,I3INFOTEK INC,VALIDATION ANALYST,62500.0,ALLENDALE NJ,03/24/2016,09/20/2016
56,I3INFOTEK INC,VALIDATION ANALYST,65400.0,ISELIN NJ,03/10/2016,09/06/2016
57,I3INFOTEK INC,VALIDATION ANALYST,65400.0,ISELIN NJ,03/10/2016,09/06/2016
58,I3INFOTEK INC,VALIDATION ANALYST,65400.0,NEW BRUNSWICK NJ,03/26/2016,09/22/2016
59,I3INFOTEK INC,VALIDATION ANALYST,65400.0,NEW BRUNSWICK NJ,03/26/2016,09/22/2016
60,I3INFOTEK INC,VALIDATION ANALYST,65400.0,NEW BRUNSWICK NJ,03/26/2016,09/22/2016
